Removed Pin From Net: NetName=+3.3 Pin=BQ1-1
Removed Pin From Net: NetName=GND Pin=BQ1-2
Removed Pin From Net: NetName=CLK Pin=BQ1-3
Removed Pin From Net: NetName=+3.3 Pin=BQ1-4
Removed Pin From Net: NetName=+3.3 Pin=C12-1
Removed Pin From Net: NetName=GND Pin=C12-2
Removed Pin From Net: NetName=+5 Pin=C13-1
Removed Pin From Net: NetName=RX Pin=DD3-1
Removed Pin From Net: NetName=DE Pin=DD3-2
Removed Pin From Net: NetName=DE Pin=DD3-3
Removed Pin From Net: NetName=TX Pin=DD3-4
Removed Pin From Net: NetName=GND Pin=DD3-5
Removed Pin From Net: NetName=+5 Pin=DD3-8
Removed Pin From Net: NetName=+5 Pin=R11-2
Removed Pin From Net: NetName=B Pin=R12-1
Removed Pin From Net: NetName=A Pin=R13-1
Removed Pin From Net: NetName=GND Pin=VD2-1
Removed Pin From Net: NetName=B Pin=VD2-2
Removed Pin From Net: NetName=GND Pin=VD3-1
Removed Pin From Net: NetName=A Pin=VD3-2
Removed Member From Class: ClassName=plp-cm_1a Member=BQ1
Removed Member From Class: ClassName=plp-cm_1a Member=C12
Removed Member From Class: ClassName=plp-cm_1a Member=DD3
Removed Member From Class: ClassName=plp-cm_1a Member=R13
Removed Member From Class: ClassName=plp-cm_1a Member=VD3
Change Component Footprint: Designator=C13 Old Footprint=CAPC_0603(1608)X080L New Footprint=CAP: 0603
Change Component Footprint: Designator=XS6 Old Footprint=PBD1.27-4 New Footprint=CON: PLL-6(2x3R1.27female)
Change Component Footprint: Designator=XS7 Old Footprint=PBD1.27-4 New Footprint=CON: PLL-6(2x3R1.27female)
Change Component Footprint: Designator=R12 Old Footprint=RESC1608(0603)X04L New Footprint=RES: 0603
Change Component Footprint: Designator=VD2 Old Footprint=SMB - UNI New Footprint=SOT23
Change Component Footprint: Designator=XS1 Old Footprint=smd2.0-edge_2*2pin New Footprint=CON: PLL-6(2x3R1.27male)
Change Component Footprint: Designator=XS2 Old Footprint=smd2.0-edge_2*2pin New Footprint=CON: PLL-6(2x3R1.27male)
Change Component Footprint: Designator=XS3 Old Footprint=smd2.0-edge_2*2pin New Footprint=CON: PLL-6(2x3R1.27male)
Change Component Footprint: Designator=XS4 Old Footprint=smd2.0-edge_2*2pin New Footprint=CON: PLL-6(2x3R1.27male)
Change Component Comment : Designator=C13 Old Comment=Capacitor Ceramic New Comment=Ceramic capacitor, 0.1?F, X7R, ±10%, 50V, 0603, -55...+125°C
Change Component Comment : Designator=XS6 Old Comment=PBD1.27-4 New Comment=2199R05-06G-301523
Change Component Comment : Designator=XS7 Old Comment=PBD1.27-4 New Comment=2199R05-06G-301523
Change Component Comment : Designator=R12 Old Comment=R0603L New Comment=Resistor film, 120, ±1%, 0603, 0.1W, -55...+125°C
Change Component Comment : Designator=XS1 Old Comment=smd2.0-edge_2*2pin New Comment=2199R05-06G-301523
Change Component Comment : Designator=XS2 Old Comment=smd2.0-edge_2*2pin New Comment=2199R05-06G-301523
Change Component Comment : Designator=XS3 Old Comment=smd2.0-edge_2*2pin New Comment=2199R05-06G-301523
Change Component Comment : Designator=XS4 Old Comment=smd2.0-edge_2*2pin New Comment=2199R05-06G-301523
Change Component Comment : Designator=VD2 Old Comment=Transil Bi New Comment=SM712
Change component parameters: Designator = "DD1" ("DD1"); Footprint = "SOT23-8"; UniqueID = "\FRLTOCXS" ("\FRLTOCXS")
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Analog Devices"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartNumber"; Value = "AD5160BRJZ"; VariantName = "[No Variations]"
Change component parameters: Designator = "DA1" ("DA1"); Footprint = "SC-70-5"; UniqueID = "\NJOIEAIB" ("\NJOIEAIB")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "DA2" ("DA2"); Footprint = "SC-70-5"; UniqueID = "\WFUJCRTU" ("\WFUJCRTU")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "XS5" ("XS5"); Footprint = "PBD1.27-06S"; UniqueID = "\KMTVTJLR" ("\KMTVTJLR")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.brownbear.ru/goods4/1020.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Replacement 1Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.samtec.com/documents/webfiles/pdf/TMM_TH.PDF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Áóðûé Ìåäâåäü"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartNumber"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ReplacementPart1Manufacturer"; Value = "Samtec"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ReplacementPart1PartNumber"; Value = "TMM-102-03-L-D"; VariantName = "[No Variations]"
Change component parameters: Designator = "DD5" ("DD5"); Footprint = "SO-8_N"; UniqueID = "\RJWPRYSS" ("\RJWPRYSS")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.microchip.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Packaging Specification"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "FM25CL64B-G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartNumber"; Value = "FM25CL64B-G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ReplacementPart1Manufacturer"; Value = "ISSI"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ReplacementPart1PartNumber"; Value = "IS25C08-2ZLI-TR"; VariantName = "[No Variations]"
Change component parameters: Designator = "DD2" ("DD2"); Footprint = "QFN-28"; UniqueID = "\PLHLROTM" ("\PLHLROTM")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Replacement 1 Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Replacement 2 Data Sheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Silabs"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartNumber"; Value = "C8051F411-GM"; VariantName = "[No Variations]"
Change component parameters: Designator = "R12" ("R12"); Footprint = "RESC1608(0603)X04L"; UniqueID = "\QNKREEEF" ("\QNKREEEF")
Change component parameters (AddParameter): Name = "HelpURL"; Value = "https://www.digikey.com/product-detail/en/yageo/RC0603JR-07100RL/311-100GRCT-ND/729644"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartNumber"; Value = "RC0603JR-07100RL"; VariantName = "[No Variations]"
